Customer_Loyalty_ID,Gender,Geographic_Region,Loyalty_Status,Neigborhood_Cluster-55_Level,Neighborhood_Cluster-7_Level,Television_Region,Affluence_Grade,Age,Frequency,Frequency_Percent,Loyalty_Card_Tenure,Organics_Purchase_Count,Organics_Purchase_Indicator,Total_Spend
35818324,F,Midlands,Tin,46.0,F,East,4,28,1,0.00%,5,0,0,0.01
35822755,F,South East,Silver,38.0,E,London,2,32,1,0.00%,7,1,1,2000.0
35823930,F,Midlands,Tin,49.0,F,Midlands,8,35,1,0.00%,.,1,1,0.01
35824731,M,Scottish,Silver,18.0,C,C Scotland,6,45,1,0.00%,.,0,0,672.0
35825266,M,Midlands,Platinum,5.0,B,Midlands,12,68,1,0.00%,4,0,0,38000.0
35825720,M,Midlands,Silver,33.0,D,East,9,41,1,0.00%,12,0,0,230.0
35827234,F,North,Silver,37.0,E,Yorkshire,9,39,1,0.00%,9,1,1,50.0
35827960,F,Midlands,Silver,8.0,B,Midlands,16,32,1,0.00%,6,1,1,600.0
35829539,F,South East,Gold,12.0,B,London,5,66,1,0.00%,11,0,0,6000.0
35837892,U,South East,Silver,14.0,B,London,9,50,1,0.00%,9,0,0,1200.02
35839062,F,South East,Gold,51.0,F,S & S East,7,59,1,0.00%,6,0,0,6000.0
35840877,F,South East,Gold,6.0,B,S & S East,7,72,1,0.00%,8,0,0,12000.01
35840990,F,North,Gold,24.0,C,N West,7,56,1,0.00%,3,0,0,19666.13
35841652,F,North,Silver,27.0,D,N East,10,46,1,0.00%,5,1,1,3200.0
35842268,F,North,Gold,9.0,B,N West,10,46,1,0.00%,7,0,0,6107.64
35842357,F,North,Silver,32.0,D,N West,9,59,1,0.00%,8,0,0,1500.0
35842829,M,Scottish,Gold,33.0,D,Border,14,44,1,0.00%,2,1,1,6000.0
35842918,M,South East,Silver,23.0,C,S & S East,11,28,1,0.00%,8,0,0,3151.44
35843167,F,Midlands,Silver,19.0,C,Midlands,6,43,1,0.00%,9,1,1,1000.0
35843752,M,North,Tin,51.0,F,N West,15,40,1,0.00%,4,1,1,0.01
35844074,F,Midlands,Gold,14.0,B,East,9,74,1,0.00%,8,1,1,12000.0
35846697,M,Midlands,Silver,44.0,E,Midlands,6,67,1,0.00%,6,0,0,0.02
35848207,F,South East,Silver,50.0,F,London,8,62,1,0.00%,3,1,1,3000.0
35848452,M,Midlands,Silver,17.0,C,Midlands,9,37,1,0.00%,4,0,0,470.0
35849688,F,Midlands,Silver,14.0,B,Midlands,14,47,1,0.00%,5,0,0,2500.0
35852573,F,North,Silver,52.0,F,N West,4,61,1,0.00%,8,0,0,0.02
35861726,F,South East,Silver,2.0,A,S & S East,4,67,1,0.00%,7,0,0,1050.0
35862862,F,South East,Gold,19.0,C,London,9,47,1,0.00%,5,0,0,10000.0
35863427,F,South East,Silver,53.0,F,S & S East,5,48,1,0.00%,9,0,0,500.0
35863907,F,South East,Gold,52.0,F,London,9,39,1,0.00%,4,1,1,10000.0
35865586,M,Midlands,Silver,37.0,E,Midlands,6,51,1,0.00%,8,0,0,1200.0
35867465,F,South East,Silver,34.0,D,London,10,38,1,0.00%,9,1,1,500.0
35868429,F,Midlands,Gold,41.0,E,Midlands,7,75,1,0.00%,14,0,0,12000.0
35871756,F,South East,Tin,25.0,C,London,7,52,1,0.00%,10,0,0,0.01
35873546,F,North,Tin,52.0,F,N East,6,44,1,0.00%,.,0,0,0.01
35878408,M,South East,Gold,1.0,A,London,3,64,1,0.00%,7,0,0,18106.7
35878980,F,South East,Silver,1.0,A,London,14,42,1,0.00%,3,2,1,3000.0
35879366,F,Scottish,Silver,3.0,A,C Scotland,14,41,1,0.00%,11,1,1,3000.0
35879617,F,South East,Tin,21.0,C,London,6,59,1,0.00%,8,0,0,0.01
35879820,F,Midlands,Silver,35.0,D,Wales & West,10,52,1,0.00%,5,0,0,4000.0
35882898,F,North,Tin,53.0,F,Yorkshire,4,46,1,0.00%,5,0,0,0.01
35883835,F,Midlands,Tin,15.0,B,East,3,30,1,0.00%,7,0,0,0.01
35884629,F,South East,Tin,30.0,D,S & S East,13,48,1,0.00%,5,0,0,0.01
35887261,U,Midlands,Silver,34.0,D,Midlands,5,65,1,0.00%,14,0,0,1000.0
35892702,F,South East,Gold,6.0,B,S & S East,3,61,1,0.00%,5,0,0,12000.0
35893105,M,South East,Gold,1.0,A,London,9,40,1,0.00%,7,0,0,6105.32
35894187,F,North,Platinum,35.0,D,N West,13,77,1,0.00%,15,1,1,20050.0
35895663,F,Midlands,Gold,51.0,F,Wales & West,11,32,1,0.00%,10,1,1,11550.5
35896910,M,South East,Silver,44.0,E,S & S East,7,46,1,0.00%,8,0,0,0.02
35899766,F,South East,Tin,14.0,B,S & S East,10,38,1,0.00%,7,1,1,0.01
35900012,U,South East,Tin,48.0,F,London,3,46,1,0.00%,9,0,0,0.01
35901213,F,Midlands,Tin,28.0,D,East,10,42,1,0.00%,9,1,1,0.01
35907831,F,Midlands,Gold,13.0,B,Midlands,7,78,1,0.00%,5,0,0,11107.64
35908285,F,Midlands,Silver,19.0,C,Midlands,8,68,1,0.00%,5,0,0,2000.0
35912223,F,South East,Silver,14.0,B,London,12,53,1,0.00%,28,2,1,2000.0
35915800,M,South East,Silver,6.0,B,S & S East,8,55,1,0.00%,5,0,0,1000.0
35915931,U,North,Tin,53.0,F,Yorkshire,12,58,1,0.00%,8,0,0,0.01
35916326,M,South East,Tin,51.0,F,London,5,58,1,0.00%,8,0,0,0.01
35916954,M,North,Gold,19.0,C,N West,5,72,1,0.00%,1,0,0,6000.0
35918183,F,South East,Gold,50.0,F,S & S East,8,54,1,0.00%,3,1,1,10000.0
35921435,U,South East,Gold,12.0,B,London,5,34,1,0.00%,11,0,0,6053.34
35922245,M,South East,Tin,44.0,E,London,11,46,1,0.00%,5,0,0,0.01
35922792,U,North,Tin,46.0,F,N West,9,31,1,0.00%,4,0,0,0.01
35923292,F,North,Silver,34.0,D,Yorkshire,7,50,1,0.00%,9,0,0,0.02
35926836,F,Midlands,Gold,11.0,B,East,10,79,1,0.00%,4,0,0,6000.0
35927484,F,South East,Gold,45.0,E,S & S East,10,48,1,0.00%,6,1,1,9085.23
35933484,F,Scottish,Tin,38.0,E,C Scotland,11,42,1,0.00%,5,0,0,0.01
35934286,M,Midlands,Silver,22.0,C,Wales & West,13,72,1,0.00%,4,0,0,2000.0
35934324,F,Midlands,Tin,24.0,C,East,8,42,1,0.00%,6,1,1,0.01
35934650,F,Midlands,Tin,52.0,F,Wales & West,6,36,1,0.00%,5,1,1,0.01
35935819,F,Midlands,Gold,52.0,F,Midlands,18,31,1,0.00%,2,1,1,6000.0
35936297,M,South East,Gold,1.0,A,London,13,56,1,0.00%,8,1,1,14000.0
35940952,F,Midlands,Tin,23.0,C,Wales & West,6,40,1,0.00%,8,1,1,0.01
35940987,F,North,Tin,35.0,D,Yorkshire,5,46,1,0.00%,8,0,0,0.01
35942556,F,North,Tin,28.0,D,N West,13,55,1,0.00%,6,0,0,0.01
35943315,M,Scottish,Gold,34.0,D,C Scotland,10,66,1,0.00%,19,0,0,10000.0
35945130,F,North,Tin,32.0,D,Yorkshire,6,40,1,0.00%,8,0,0,0.01
35945989,F,Midlands,Silver,35.0,D,Wales & West,9,73,1,0.00%,16,0,0,3256.77
35947540,F,Midlands,Tin,12.0,B,East,6,38,1,0.00%,5,1,1,0.01
35951725,F,South East,Tin,52.0,F,S & S East,7,35,1,0.00%,8,0,0,0.01
35954139,F,North,Tin,1.0,A,N East,5,51,1,0.00%,7,0,0,0.01
35955445,F,Midlands,Silver,31.0,D,Midlands,9,29,1,0.00%,6,1,1,1000.0
35956476,F,Scottish,Tin,23.0,C,C Scotland,10,57,1,0.00%,5,0,0,0.01
35957120,U,North,Gold,25.0,C,N West,7,56,1,0.00%,2,0,0,6000.0
35957405,F,South East,Gold,10.0,B,London,8,47,1,0.00%,6,1,1,18053.34
35957650,U,South East,Silver,44.0,E,London,10,50,1,0.00%,8,0,0,1000.0
35957693,F,South East,Tin,38.0,E,London,14,72,1,0.00%,6,1,1,0.01
35961577,M,North,Silver,52.0,F,Yorkshire,14,71,1,0.00%,32,1,1,1500.0
35964819,F,Midlands,Gold,16.0,C,East,12,65,1,0.00%,4,1,1,9000.0
35965882,F,North,Gold,39.0,E,N East,3,69,1,0.00%,32,0,0,9000.0
35967001,F,South East,Gold,52.0,F,S & S East,5,69,1,0.00%,15,0,0,10000.0
35975896,U,Scottish,Gold,4.0,A,C Scotland,6,67,1,0.00%,31,0,0,8198.05
35976370,F,South East,Silver,22.0,C,London,6,45,1,0.00%,1,0,0,2000.0
35977260,M,Midlands,Gold,53.0,F,East,10,63,1,0.00%,4,0,0,14001.74
35981616,F,Midlands,Tin,37.0,E,East,12,37,1,0.00%,4,1,1,0.01
35983201,M,Midlands,Silver,8.0,B,Wales & West,6,46,1,0.00%,5,0,0,480.01
35983473,F,North,Silver,2.0,A,N East,17,51,1,0.00%,1,2,1,2000.0
35986073,F,Midlands,Tin,28.0,D,Midlands,11,33,1,0.00%,9,1,1,0.01
35987460,M,Midlands,Tin,23.0,C,Wales & West,9,38,1,0.00%,9,0,0,0.01
35989269,F,South East,Tin,27.0,D,London,11,42,1,0.00%,4,1,1,0.01
35990607,F,Midlands,Gold,49.0,F,Midlands,5,56,1,0.00%,2,0,0,6000.0
35991310,F,South East,Tin,32.0,D,London,6,48,1,0.00%,5,0,0,0.01
35993185,M,Scottish,Tin,4.0,A,C Scotland,8,48,1,0.00%,5,1,1,0.01
35995641,U,South East,Tin,27.0,D,London,7,30,1,0.00%,.,0,0,0.01
36003944,F,South East,Gold,38.0,E,London,11,59,1,0.00%,12,0,0,16000.0
36008040,F,South East,Silver,8.0,B,London,5,69,1,0.00%,11,1,1,250.0
36009195,M,Midlands,Tin,41.0,E,Midlands,11,44,1,0.00%,5,1,1,0.01
36010053,U,South East,Silver,41.0,E,S & S East,9,29,1,0.00%,4,0,0,1000.0
36013559,M,North,Silver,51.0,F,N West,3,51,1,0.00%,1,0,0,100.0
36014598,F,South East,Tin,4.0,A,S & S East,11,63,1,0.00%,9,1,1,0.01
36014920,M,Midlands,Tin,44.0,E,Wales & West,5,48,1,0.00%,7,0,0,0.01
36015055,F,South East,Tin,14.0,B,London,16,30,1,0.00%,7,1,1,0.01
36015276,F,Midlands,Tin,4.0,A,Midlands,7,59,1,0.00%,8,0,0,0.01
36016230,F,Midlands,Silver,35.0,D,Wales & West,10,33,1,0.00%,4,1,1,1000.0
36016388,M,South East,Silver,4.0,A,S & S East,10,55,1,0.00%,7,0,0,3052.66
36016566,M,North,Silver,32.0,D,N West,8,57,1,0.00%,11,0,0,600.0
36017503,F,South East,Silver,3.0,A,London,10,43,1,0.00%,3,0,0,3000.0
36017945,F,Midlands,Tin,2.0,A,Wales & West,6,67,1,0.00%,7,0,0,0.01
36018240,F,Midlands,Gold,18.0,C,Midlands,5,77,1,0.00%,6,0,0,12053.35
36020466,M,South East,Gold,48.0,F,London,10,61,1,0.00%,5,1,1,6000.01
36028092,F,North,Gold,44.0,E,N West,12,70,1,0.00%,4,0,0,8000.0
36029137,F,South East,Silver,25.0,C,S & S East,12,62,1,0.00%,3,0,0,3000.0
36039752,F,North,Gold,25.0,C,N West,7,53,1,0.00%,2,0,0,6000.0
36046538,F,Midlands,Gold,51.0,F,East,5,61,1,0.00%,10,0,0,6360.32
36048646,F,North,Silver,12.0,B,N West,8,67,1,0.00%,11,0,0,22.67
36049146,F,Midlands,Tin,38.0,E,East,15,44,1,0.00%,4,2,1,0.01
36053780,F,Midlands,Silver,50.0,F,East,14,34,1,0.00%,12,1,1,2500.0
36054360,F,South East,Silver,21.0,C,London,13,42,1,0.00%,1,1,1,480.01
36058102,M,South East,Silver,10.0,B,London,7,70,1,0.00%,8,0,0,3000.0
36065923,M,South East,Gold,18.0,C,London,9,60,1,0.00%,5,0,0,20000.0
36069554,F,South East,Gold,12.0,B,London,7,66,1,0.00%,2,0,0,6000.0
36070587,M,Midlands,Silver,19.0,C,Midlands,8,63,1,0.00%,4,0,0,5000.0
36071087,F,South East,Tin,30.0,D,S & S East,7,38,1,0.00%,5,1,1,0.01
36075732,F,South East,Tin,37.0,E,London,14,44,1,0.00%,7,2,1,0.01
36081422,F,Midlands,Silver,51.0,F,Wales & West,7,51,1,0.00%,1,0,0,87.6
36081945,M,South East,Silver,20.0,C,London,6,58,1,0.00%,6,0,0,5000.0
36086025,M,North,Silver,30.0,D,N West,9,39,1,0.00%,9,1,1,300.0
36087102,F,South West,Silver,11.0,B,S West,4,70,1,0.00%,5,0,0,1200.0
36091215,F,South East,Silver,28.0,D,London,15,49,1,0.00%,1,2,1,5000.0
36095350,F,Midlands,Tin,28.0,D,Wales & West,13,33,1,0.00%,5,1,1,0.01
36098937,F,South East,Tin,44.0,E,London,10,36,1,0.00%,5,0,0,0.01
36108754,F,Scottish,Gold,20.0,C,C Scotland,10,62,1,0.00%,6,0,0,20000.0
36111364,M,North,Gold,13.0,B,N West,11,63,1,0.00%,8,0,0,6000.0
36111895,F,Midlands,Gold,32.0,D,Midlands,7,69,1,0.00%,2,1,1,6000.0
36112409,F,Midlands,Silver,19.0,C,Wales & West,7,71,1,0.00%,4,0,0,3500.0
36116706,F,Midlands,Silver,41.0,E,Wales & West,2,48,1,0.00%,6,0,0,50.0
36119829,M,North,Gold,34.0,D,N West,12,62,1,0.00%,8,0,0,13000.0
36124946,U,Midlands,Silver,8.0,B,East,6,59,1,0.00%,8,0,0,3000.01
36129018,F,South East,Silver,26.0,C,London,13,33,1,0.00%,6,1,1,3276.91
36132086,F,Midlands,Silver,37.0,E,Midlands,6,57,1,0.00%,2,0,0,3000.0
36133082,F,North,Gold,34.0,D,N West,16,44,1,0.00%,3,2,1,7500.0
36141050,F,Midlands,Tin,32.0,D,Wales & West,4,32,1,0.00%,8,0,0,0.01
36142111,F,North,Silver,49.0,F,Yorkshire,15,35,1,0.00%,8,2,1,0.02
36142650,M,Scottish,Tin,8.0,B,C Scotland,11,41,1,0.00%,5,0,0,0.01
36151145,F,South East,Gold,27.0,D,London,6,45,1,0.00%,7,0,0,11053.35
36154306,F,South East,Gold,18.0,C,S & S East,11,74,1,0.00%,10,1,1,15000.0
36158980,F,South East,Gold,22.0,C,London,5,56,1,0.00%,8,0,0,6105.32
36160012,F,South East,Silver,28.0,D,London,5,66,1,0.00%,6,1,1,5000.0
36168307,F,Midlands,Silver,51.0,F,Wales & West,3,19,1,0.00%,1,0,0,1000.0
36168811,F,North,Tin,16.0,C,N East,8,49,1,0.00%,5,0,0,0.01
36179457,M,South East,Gold,13.0,B,S & S East,12,63,1,0.00%,9,0,0,11000.0
36180528,F,Midlands,Silver,2.0,A,Midlands,19,74,1,0.00%,6,1,1,4092.82
36184779,F,South East,Silver,27.0,D,London,6,28,1,0.00%,5,0,0,2950.0
36192577,F,Midlands,Silver,38.0,E,Wales & West,7,40,1,0.00%,1,1,1,600.0
36193115,F,South East,Gold,25.0,C,London,11,34,1,0.00%,5,0,0,12000.0
36193654,F,South East,Tin,44.0,E,London,10,70,1,0.00%,4,1,1,0.01
36198443,F,Midlands,Gold,19.0,C,Wales & West,4,72,1,0.00%,7,0,0,6000.01
36204265,F,South East,Gold,8.0,B,London,6,77,1,0.00%,4,0,0,6000.0
36205415,M,South East,Silver,37.0,E,London,6,55,1,0.00%,2,0,0,3000.0
36206527,M,North,Tin,47.0,F,Yorkshire,3,52,1,0.00%,10,0,0,0.01
36208406,M,South East,Tin,41.0,E,London,12,46,1,0.00%,8,1,1,0.01
36209704,U,Midlands,Silver,44.0,E,Midlands,5,53,1,0.00%,1,0,0,1750.0
36210770,M,North,Silver,51.0,F,N West,12,50,1,0.00%,5,0,0,1500.0
36214686,M,South East,Gold,37.0,E,S & S East,11,76,1,0.00%,1,0,0,6000.0
36215216,F,North,Tin,33.0,D,Yorkshire,9,42,1,0.00%,5,0,0,0.01
36217316,U,South East,Gold,4.0,A,London,8,56,1,0.00%,3,0,0,6000.0
36220929,F,South East,Silver,52.0,F,London,6,64,1,0.00%,9,0,0,600.01
36225033,F,North,Silver,23.0,C,N West,14,58,1,0.00%,6,1,1,5000.0
36230797,F,Midlands,Silver,42.0,E,Midlands,13,75,1,0.00%,4,0,0,1000.0
36231300,F,South East,Silver,24.0,C,S & S East,10,74,1,0.00%,8,0,0,4000.0
36232897,F,North,Silver,4.0,A,Yorkshire,7,47,1,0.00%,.,0,0,4800.0
36235470,F,North,Gold,1.0,A,Yorkshire,3,68,1,0.00%,14,0,0,6000.0
36236540,M,South East,Gold,31.0,D,S & S East,13,46,1,0.00%,2,0,0,7500.0
36240229,U,Scottish,Silver,17.0,C,C Scotland,4,61,1,0.00%,1,0,0,2000.0
36240725,F,South West,Platinum,27.0,D,S West,10,63,1,0.00%,3,0,0,20496.41
36242787,F,Midlands,Silver,17.0,C,Midlands,11,47,1,0.00%,11,0,0,540.0
36248025,F,North,Silver,16.0,C,N West,10,78,1,0.00%,5,1,1,600.0
36249544,F,Midlands,Silver,32.0,D,Midlands,7,55,1,0.00%,11,0,0,2740.0
36262141,F,North,Platinum,32.0,D,N West,9,73,1,0.00%,4,0,0,45000.0
36269898,M,North,Tin,52.0,F,N West,14,34,1,0.00%,8,1,1,0.01
36270934,F,South East,Silver,4.0,A,S & S East,11,42,1,0.00%,10,0,0,50.01
36273534,F,Midlands,Silver,50.0,F,Midlands,13,37,1,0.00%,1,0,0,5000.0
36277823,F,Midlands,Gold,8.0,B,East,15,47,1,0.00%,4,0,0,6000.0
36279885,U,South East,Tin,33.0,D,S & S East,9,64,1,0.00%,30,0,0,0.01
36281430,F,South East,Silver,38.0,E,London,7,56,1,0.00%,10,0,0,100.0
36291354,M,South West,Platinum,49.0,F,S West,9,51,1,0.00%,1,0,0,30000.0
36295554,F,South East,Platinum,28.0,D,S & S East,11,69,1,0.00%,3,1,1,20441.62
36298693,F,Midlands,Silver,27.0,D,Midlands,7,58,1,0.00%,8,0,0,2000.0
36299770,F,Midlands,Gold,12.0,B,Midlands,7,60,1,0.00%,1,0,0,6000.0
36303425,M,South East,Platinum,4.0,A,London,7,71,1,0.00%,9,0,0,31500.0
36303930,F,South East,Gold,28.0,D,London,9,63,1,0.00%,1,1,1,6000.0
36305460,M,South East,Silver,21.0,C,London,9,64,1,0.00%,6,0,0,3000.0
36313706,F,South West,Silver,11.0,B,S West,10,65,1,0.00%,4,0,0,5000.0
36314206,F,South East,Tin,25.0,C,London,14,41,1,0.00%,7,1,1,0.01
36314737,M,South East,Silver,30.0,D,S & S East,7,73,1,0.00%,9,1,1,3000.0
36319879,F,South East,Gold,18.0,C,London,6,68,1,0.00%,0,0,0,6000.0
36321415,F,Scottish,Tin,27.0,D,N Scot,6,50,1,0.00%,5,0,0,0.01
36321920,U,South East,Silver,8.0,B,S & S East,10,53,1,0.00%,8,0,0,1100.0
36327014,F,North,Gold,47.0,F,N West,17,47,1,0.00%,11,1,1,6100.0
36332085,F,Scottish,Gold,22.0,C,C Scotland,9,66,1,0.00%,2,0,0,6000.0
36339853,M,South East,Silver,27.0,D,London,3,65,1,0.00%,9,0,0,1450.0
36346698,M,Midlands,Gold,1.0,A,Midlands,3,44,1,0.00%,8,0,0,9500.0
36351926,F,Scottish,Gold,48.0,F,C Scotland,7,73,1,0.00%,4,0,0,16000.0
36352434,F,South West,Silver,49.0,F,S West,11,66,1,0.00%,28,0,0,3000.0
36357568,M,Scottish,Tin,52.0,F,C Scotland,8,48,1,0.00%,8,0,0,0.01
36358068,F,Midlands,Silver,14.0,B,East,7,73,1,0.00%,8,0,0,100.01
36360194,M,South East,Tin,34.0,D,London,7,37,1,0.00%,8,1,1,0.01
36364823,M,Midlands,Silver,34.0,D,Wales & West,10,71,1,0.00%,9,1,1,2051.53
36366427,F,Midlands,Tin,8.0,B,Midlands,7,33,1,0.00%,5,0,0,0.01
36370700,F,Midlands,Gold,10.0,B,Midlands,6,67,1,0.00%,4,0,0,6000.0
36375345,F,Midlands,Gold,23.0,C,East,14,50,1,0.00%,6,0,0,6107.64
36382031,F,Scottish,Gold,23.0,C,Border,11,75,1,0.00%,2,0,0,12000.0
36382589,F,South East,Silver,22.0,C,London,6,41,1,0.00%,6,0,0,2000.0
36385170,M,North,Silver,22.0,C,N West,6,48,1,0.00%,10,0,0,1500.0
36386193,M,North,Silver,22.0,C,N West,9,36,1,0.00%,5,2,1,2600.0
36391286,F,North,Tin,25.0,C,N West,4,36,1,0.00%,5,0,0,0.01
36394390,F,South East,Tin,41.0,E,S & S East,6,40,1,0.00%,8,1,1,0.01
36399040,F,Midlands,Gold,52.0,F,Wales & West,5,73,1,0.00%,2,0,0,6000.0
36401125,M,Midlands,Platinum,49.0,F,Wales & West,11,64,1,0.00%,8,0,0,30035.47
36402164,M,North,Silver,17.0,C,N East,2,38,1,0.00%,10,1,1,500.0
36402687,F,South West,Gold,16.0,C,S West,12,53,1,0.00%,1,1,1,6000.0
36407859,U,North,Platinum,8.0,B,N West,9,76,1,0.00%,1,0,0,50000.0
36410477,M,North,Tin,20.0,C,N West,7,46,1,0.00%,8,1,1,0.01
36414618,F,South East,Tin,24.0,C,S & S East,6,74,1,0.00%,7,1,1,0.01
36420871,F,South East,Gold,38.0,E,London,6,73,1,0.00%,2,0,0,6000.0
36421410,M,South East,Tin,30.0,D,S & S East,9,67,1,0.00%,9,0,0,0.01
36426551,F,Midlands,Tin,23.0,C,Midlands,11,65,1,0.00%,8,0,0,0.01
36428619,M,Midlands,Tin,25.0,C,Midlands,12,40,1,0.00%,5,1,1,0.01
36433574,F,South East,Gold,44.0,E,London,9,58,1,0.00%,4,1,1,13000.0
36435356,U,South East,Gold,10.0,B,London,5,63,1,0.00%,5,0,0,6000.0
36438410,F,South West,Silver,23.0,C,S West,8,49,1,0.00%,8,0,0,1017.55
36438916,F,South East,Silver,24.0,C,S & S East,6,64,1,0.00%,9,1,1,1200.0
36441445,M,Midlands,Silver,47.0,F,Midlands,6,67,1,0.00%,7,0,0,3026.67
36443545,F,South West,Tin,51.0,F,S West,12,44,1,0.00%,5,0,0,0.01
36444045,F,South East,Silver,34.0,D,London,16,39,1,0.00%,11,2,1,100.0
36444541,M,North,Silver,25.0,C,N West,11,65,1,0.00%,2,0,0,2000.0
36448180,F,Midlands,Silver,2.0,A,Midlands,7,36,1,0.00%,4,1,1,4.8
36456574,F,Midlands,Silver,38.0,E,East,9,36,1,0.00%,10,1,1,420.01
36465042,F,Midlands,Tin,27.0,D,Wales & West,7,51,1,0.00%,5,0,0,0.01
36470631,M,Midlands,Silver,53.0,F,East,11,59,1,0.00%,4,0,0,5000.0
36472677,F,Midlands,Silver,53.0,F,East,5,46,1,0.00%,8,0,0,100.0
36476354,U,Midlands,Gold,16.0,C,Midlands,9,74,1,0.00%,7,0,0,6107.64
36476877,F,South East,Silver,26.0,C,London,10,35,1,0.00%,6,1,1,0.02
36481480,F,North,Gold,35.0,D,N East,11,61,1,0.00%,4,0,0,10000.0
36489707,F,South East,Silver,28.0,D,London,12,71,1,0.00%,4,0,0,3000.0
36490730,F,South East,Gold,19.0,C,S & S East,6,68,1,0.00%,2,1,1,6000.0
36491248,M,South East,Gold,20.0,C,London,10,57,1,0.00%,9,0,0,9053.35
36491744,F,South East,Tin,25.0,C,London,13,34,1,0.00%,7,1,1,0.01
36493909,F,Midlands,Platinum,16.0,C,Midlands,10,61,1,0.00%,3,1,1,20589.99
36494425,F,South East,Tin,37.0,E,S & S East,13,64,1,0.00%,6,1,1,0.01
36509406,U,North,Silver,8.0,B,Yorkshire,10,63,1,0.00%,18,1,1,4221.06
36511419,F,Midlands,Gold,55.0,U,Midlands,5,69,1,0.00%,4,0,0,6053.34
36514027,M,South East,Silver,35.0,D,London,12,58,1,0.00%,10,0,0,100.0
36516194,F,Midlands,Gold,11.0,B,East,12,49,1,0.00%,2,0,0,6000.0
36528010,M,South East,Silver,3.0,A,London,7,31,1,0.00%,8,0,0,2400.0
36528524,M,Midlands,Gold,53.0,F,Midlands,11,34,1,0.00%,5,0,0,6000.0
36533650,F,South East,Silver,52.0,F,London,4,60,1,0.00%,9,0,0,1000.0
36535180,M,South East,Silver,20.0,C,London,9,33,1,0.00%,1,0,0,250.0
36541830,F,South East,Platinum,25.0,C,London,11,66,1,0.00%,3,0,0,20207.01
36542381,F,Midlands,Platinum,8.0,B,East,13,68,1,0.00%,4,1,1,30000.0
36552352,F,Midlands,Tin,45.0,E,Wales & West,6,38,1,0.00%,4,0,0,0.01
36560320,M,North,Platinum,1.0,A,N East,6,79,1,0.00%,17,0,0,30053.35
36562382,F,South East,Silver,55.0,U,London,6,54,1,0.00%,9,0,0,3000.0
36567090,F,South East,Gold,14.0,B,London,9,56,1,0.00%,2,0,0,18000.0
36568623,M,South East,Gold,10.0,B,London,9,45,1,0.00%,1,0,0,6000.0
36569158,M,South East,Silver,29.0,D,London,11,39,1,0.00%,5,0,0,3000.0
36575867,M,Midlands,Silver,24.0,C,East,13,53,1,0.00%,5,0,0,2750.0
36577576,F,Midlands,Silver,44.0,E,Wales & West,7,69,1,0.00%,7,0,0,1000.0
36578734,F,Midlands,Silver,35.0,D,Midlands,7,54,1,0.00%,9,0,0,600.0
36579269,F,Midlands,Tin,18.0,C,Midlands,7,50,1,0.00%,5,0,0,0.01
36587474,F,Midlands,Tin,51.0,F,Wales & West,6,42,1,0.00%,5,0,0,0.01
36588012,F,South East,Silver,8.0,B,S & S East,18,70,1,0.00%,5,0,0,3000.0
36599650,F,Midlands,Tin,53.0,F,Midlands,15,29,1,0.00%,5,1,1,0.01
36608064,F,South East,Tin,38.0,E,London,9,46,1,0.00%,8,0,0,0.01
36608579,F,South East,Gold,8.0,B,London,4,51,1,0.00%,3,0,0,9000.0
36613203,F,South East,Gold,32.0,D,London,9,64,1,0.00%,7,1,1,18158.67
36614765,F,South East,Silver,30.0,D,S & S East,6,68,1,0.00%,9,0,0,2000.0
36620005,M,Midlands,Tin,52.0,F,Midlands,4,31,1,0.00%,5,1,1,0.01
36625791,M,Midlands,Silver,32.0,D,Midlands,10,57,1,0.00%,8,0,0,3000.0
36626313,F,Midlands,Tin,34.0,D,Midlands,13,37,1,0.00%,5,1,1,0.01
36630191,F,South East,Tin,52.0,F,London,6,31,1,0.00%,8,0,0,0.01
36633344,M,South East,Tin,18.0,C,S & S East,3,48,1,0.00%,9,0,0,0.01
36635975,F,South East,Silver,4.0,A,London,9,49,1,0.00%,5,0,0,1500.0
36637005,M,Midlands,Silver,55.0,U,East,12,26,1,0.00%,3,1,1,40.0
36641118,U,North,Tin,27.0,D,Yorkshire,5,66,1,0.00%,9,0,0,0.01
36642181,U,South West,Gold,8.0,B,S West,4,33,1,0.00%,5,0,0,6000.0
36643200,F,Midlands,Silver,12.0,B,Midlands,7,69,1,0.00%,5,0,0,1000.01
36644257,F,Midlands,Silver,38.0,E,East,5,67,1,0.00%,3,0,0,4000.0
36655240,F,North,Gold,8.0,B,N West,13,58,1,0.00%,2,1,1,6000.0
36663588,F,Midlands,Silver,18.0,C,East,6,53,1,0.00%,8,0,0,2500.0
36671971,M,South East,Silver,1.0,A,London,15,71,1,0.00%,5,1,1,2213.86
36676744,U,Scottish,Silver,27.0,D,C Scotland,11,37,1,0.00%,5,0,0,3000.0
36680016,F,South East,Silver,38.0,E,S & S East,14,62,1,0.00%,4,0,0,101.0
36681578,F,South East,Silver,6.0,B,S & S East,6,76,1,0.00%,6,0,0,3000.0
36684798,F,North,Tin,37.0,E,N West,6,60,1,0.00%,11,0,0,0.01
36686391,F,Scottish,Tin,8.0,B,C Scotland,9,55,1,0.00%,.,1,1,0.01
36690046,M,Midlands,Gold,11.0,B,East,9,78,1,0.00%,6,0,0,13000.0
